23989,2015,44727,Norwich, CT,1GNKVGKD6FJ228565,Chevrolet,Traverse1LT
11506,2011,86078,Wilmington, OH,2CNFLEEC1B6245686,Chevrolet,EquinoxAWD
19877,2011,109479,Byron, GA,3GCPCSE09BG195508,Chevrolet,Silverado
6950,2004,180166,Owasso, OK,1GCEK19T74Z114355,Chevrolet,Silverado
30000,2016,12833,San Antonio, TX,1GCRCREC7GZ277465,Chevrolet,Silverado
25988,2016,24558,Oconomowoc, WI,1GNKVGKD3GJ188897,Chevrolet,TraverseAWD
16998,2015,53028,El Paso, TX,2GNALBEKXF6189328,Chevrolet,EquinoxFWD
7556,2012,82177,Madison, NC,1G1JC5SH6C4177525,Chevrolet,SonicSedan
29500,2016,10596,Frisco, TX,1GCRCREC8GZ278656,Chevrolet,Silverado
15991,2015,39165,Houston, TX,1G1PG5SBXF7103876,Chevrolet,CruzeLTZ
19995,2011,48026,Kihel, HI,1GCDSCFE8B8140530,Chevrolet,Colorado2WD
26774,2015,9426,Rincon, GA,1GCGSBE33F1223742,Chevrolet,ColoradoCrew
27288,2014,9386,Jacksonville, FL,2G1FJ1EJ0E9316647,Chevrolet,CamaroCoupe
28999,2016,13187,Williamstown, WV,1GCNKNEC9GZ413220,Chevrolet,Silverado
18950,2012,69824,Houston, TX,1GNKRLED1CJ295868,Chevrolet,TraverseFWD
28397,2015,15217,Taylor, MI,2G1FK1EJ8F9302977,Chevrolet,CamaroCoupe
24593,2012,53058,Westbrook, ME,1GCRKSE71CZ332824,Chevrolet,Silverado
25444,2014,47420,Phoenix, AZ,1GCRCREH4EZ271874,Chevrolet,Silverado
25990,2016,23067,Marshfield, MO,1GNKVGKD3GJ274677,Chevrolet,TraverseAWD
14991,2007,107235,Mesa, AZ,2GCEK13V171153658,Chevrolet,Silverado
5900,2001,101264,Brighton, CO,1GNFK16T21J198398,Chevrolet,Suburban4dr
6988,2006,109905,Pensacola, FL,2G1WL15C569345932,Chevrolet,Monte
29997,2015,10054,Fairborn, OH,1GCVKREH6FZ436911,Chevrolet,Silverado
8316,2005,146955,Libertyville, IL,1GCDT136X58161091,Chevrolet,Colorado4WD
27991,2017,13129,Jacksonville, FL,1GNKRHKD8HJ193380,Chevrolet,TraverseFWD
26998,2017,25779,Selma, CA,1GNKRGKD2HJ138658,Chevrolet,TraverseFWD
19949,2016,38349,Sandwich, IL,1G1BE5SM6G7290777,Chevrolet,CruzeLT
28995,2016,32137,Indianapolis, IN,1GC0KUEG5GZ227858,Chevrolet,Silverado
19995,2015,83098,Charlotte, NC,1GNKVJKD5FJ171286,Chevrolet,TraverseLTZ
7885,2004,174141,Evans, GA,2GCEC19T741122753,Chevrolet,Silverado
28000,2015,30370,Delaware, OH,1GCVKREC0FZ380825,Chevrolet,Silverado
20999,2014,100437,Rochester, NY,3GCUKREC7EG156266,Chevrolet,Silverado
30989,2017,6527,Rincon, GA,1GCRCPEC8HZ168020,Chevrolet,Silverado
29955,2016,8745,Madison, TN,1GCRCREC8GZ369118,Chevrolet,Silverado
25995,2016,28413,Vacaville, CA,1GNKVHKD8GJ160616,Chevrolet,TraverseAWD
14993,2016,9338,American Fork, UT,1G1PE5SB4G7180685,Chevrolet,Cruze
26700,2015,42175,Kansas City, MO,1GCVKREC6FZ172139,Chevrolet,Silverado
18500,2016,29995,Hubbard, OR,1G11E5SA9GF137494,Chevrolet,Malibu
27174,2017,21056,Scottsboro, AL,1GNKRHKD1HJ196248,Chevrolet,TraverseFWD
26724,2014,43176,Lawrence, KS,1GCVKREHXEZ231672,Chevrolet,Silverado
23993,2013,47760,Dothan, AL,1GCRCSE06DZ397279,Chevrolet,Silverado
25654,2017,32180,Ogden, UT,1GNKRGKD3HJ112585,Chevrolet,TraverseFWD
25995,2012,31181,Boerne, TX,1GCRKTE74CZ235154,Chevrolet,Silverado
